Accession	126C	127-N	127C	128-N	128C	129-N	129C	130-N	130C
sp|P40260|MEP1_YEAST;sp|P53390|MEP3_YEAST	21212	19701	19592	17348	20661	18258	43232	37825	46903
sp|P40302|PSA6_YEAST	309020	279450	337120	399820	406120	376240	351930	313700	324370
sp|P40303|PSA4_YEAST	127360	121650	132440	171160	177980	161240	170360	149880	171080
sp|P40308|TGL3_YEAST	163330	142440	168670	133290	117720	124890	157230	135100	159180
sp|P40309|KHA1_YEAST	29101	27025	30922	31614	30796	31301	62333	55191	58779
sp|P40312|CYB5_YEAST	144660	121480	148520	95255	86620	88726	135730	113690	130310
sp|P40314|NACB2_YEAST	16640	16004	17367	9539.4	8531.1	8274.7	6123.5	5541.2	5765.2
sp|P40316|SECU_YEAST	22948	22128	27107	14073	16249	14119	5038.1	4972.6	4720.6
sp|P40317|SOK1_YEAST	281190	247620	273370	243810	235020	231950	397380	335020	399540
sp|P40318|DOA10_YEAST	318170	290150	321420	300710	273700	286800	334000	309630	335560
sp|P40319|ELO3_YEAST	240050	206710	230010	206350	184170	200560	186150	176430	176020
sp|P40325|HUA1_YEAST	79495	77915	87526	66336	59695	58548	102970	86437	102960
sp|P40327|PRS4_YEAST	328480	323830	400280	615370	667670	606040	406380	349700	348360
sp|P40328|TBP6_YEAST	131880	131190	143610	170240	159360	159620	144680	126460	135420
sp|P40335|PEP8_YEAST	138490	141160	154690	229080	209200	233030	173340	157160	151940
sp|P40339|RFC4_YEAST	100190	99048	108640	205320	194650	189240	108620	92503	94647
sp|P40340|TBP7_YEAST	710460	675020	772420	1003800	1017500	1048800	705650	584260	627360
sp|P40341|YTA12_YEAST	923600	767000	852550	642300	633890	616610	995770	846300	1009200
sp|P40342|SWM2_YEAST	32679	30913	34507	33113	32894	29898	32613	26573	30156
sp|P40343|VPS27_YEAST	385190	372290	427850	393850	393610	383850	567210	485440	496370
sp|P40344|ATG3_YEAST	56316	55113	58453	61692	62403	62451	93923	80480	89110
sp|P40345|PDAT_YEAST	290590	247030	285150	376760	328780	359200	259760	222520	255470
sp|P40347|PPAL_YEAST	29445	29255	32602	44776	42442	43255	20084	17472	16747
sp|P40348|RFC2_YEAST	336070	312350	365710	369590	368830	358180	305190	262830	281850
sp|P40350|ALG5_YEAST	212260	171960	201030	217770	205150	219350	180920	153320	172020
sp|P40351|ALG8_YEAST	358500	299100	346440	216560	181040	213340	373140	365350	390380
sp|P40352|RAD26_YEAST	60438	57293	62306	53228	46717	48643	73401	62169	65572
sp|P40353|ATF1_YEAST	30410	26584	30367	98027	83178	106880	15010	13186	9934.8
sp|P40354|NTA1_YEAST	141240	135530	143640	210220	188990	217150	190980	148300	161490
sp|P40355|YJ31_YEAST	139110	128430	133850	42900	46385	41882	395090	329260	406340
sp|P40357|SEC9_YEAST	318700	304890	356770	246350	256320	264040	273310	233400	243150
sp|P40358|JEM1_YEAST	414190	375740	424700	349130	310180	329900	624870	502780	596620
sp|P40359|PSF2_YEAST	23956	20334	25619	22164	19496	19493	17771	15116	15774
sp|P40360|NAGS_YEAST	185500	144160	185930	123490	106520	111540	172920	134120	167250
sp|P40361|YJH0_YEAST	416880	351180	411510	294310	250250	266410	397930	337400	379470
sp|P40362|UTP18_YEAST	84009	79622	92399	120250	108210	110380	102060	90577	94649
sp|P40363|SFGH_YEAST	174190	155720	189470	197670	209820	196760	207650	167810	187140
sp|P40364|MPM1_YEAST	127220	112830	124480	74871	71176	70034	160810	142890	164060
sp|P40367|GPI7_YEAST	200070	181190	206160	215650	194800	202590	217470	199230	216190
sp|P40368|NUP82_YEAST	338500	315180	348190	447950	430490	441070	291990	264770	262780
sp|P40395|RIC1_YEAST	590710	499200	576440	508110	445590	475580	584340	525440	570150
sp|P40413|TCPE_YEAST	920050	863310	974200	1125200	1239100	1210500	807370	661390	733690
sp|P40414|TPM2_YEAST	121840	127490	153650	222710	251620	222180	126850	96913	88630
sp|P40416|ATM1_YEAST	236650	215940	254070	257170	253830	246680	353740	303640	330780
sp|P40422|RPAB4_YEAST	70827	71243	88094	101280	113130	100550	81779	72703	75500
sp|P40433|6P21_YEAST	450760	424780	507080	342340	338790	332810	586510	490770	544470
sp|P40890|VTH2_YEAST;sp|P40438|VTH1_YEAST	200540	167330	200590	110560	103620	102930	126550	116810	133570
sp|P40442|YIQ9_YEAST;sp|Q05164|HPF1_YEAST	85698	84684	108700	65490	58140	56674	15794	14399	10290
sp|P40449|YIQ1_YEAST	17084	15885	15617	9818.3	9914.3	10035	13743	12064	14785
sp|P40450|BNR1_YEAST	46331	43583	49390	53277	45576	50879	34611	30263	33856
sp|P40452|COA1_YEAST	178850	136000	164490	99109	99313	93666	189060	156850	187460
sp|P40453|UBP7_YEAST	172080	155210	172480	151050	136840	143170	180640	149990	178180
sp|P40454|PTPA1_YEAST	122800	102160	117520	91330	79407	82184	145500	130590	146990
sp|P40456|ESL1_YEAST	93167	81027	96316	65873	60807	63040	70815	58148	65275
sp|P40457|MLP2_YEAST	627680	613200	708880	628240	622410	608270	657890	567530	614410
sp|P40458|ATG32_YEAST	88066	80940	86035	75510	68129	73557	153000	128740	154910
sp|P40459|PANC_YEAST	121080	98840	118230	271320	277830	283720	126740	109890	107610
sp|P40460|NDC80_YEAST	295540	274740	313380	338610	341970	333200	372500	323760	351050
sp|P40462|TM108_YEAST	631760	527050	660370	550680	537810	517270	485550	395000	441040
sp|P40463|VHS2_YEAST	2762.8	3066	3273.5	6921.4	7026.6	7129.6	5367.2	5417.2	5206.7
sp|P40464|FLX1_YEAST	15313	13768	13836	10725	8681.6	10012	17828	17748	19814
sp|P40466|FKH1_YEAST	28207	27553	31419	39462	38156	38914	24328	20944	21783
sp|P40467|ASG1_YEAST	453440	410420	474210	450600	424190	434780	442120	380080	419610
sp|P40468|TAO3_YEAST	745390	642620	739090	600590	553170	549240	636500	562850	644680
sp|P40469|MET18_YEAST	857530	725320	812350	712500	602640	651520	781230	710470	771830
sp|P40470|RRT14_YEAST	77443	64153	77987	47423	44370	44084	57699	48491	58352
sp|P40471|AYR1_YEAST	480070	454450	543320	720460	637260	647790	1192200	915880	993450
sp|P40472|SIM1_YEAST	439270	393590	528850	132890	122730	106430	101810	88894	87714
sp|P40473|POG1_YEAST	3987.4	3767	4327.6	3127	3898.1	3554	6898.1	6109.4	6483.5
sp|P40474|QDR2_YEAST	311120	236410	284740	150600	120090	138730	44423	43695	41556
sp|P40475|QDR1_YEAST	18880	17910	22952	7258.3	6641.2	6215.4	11891	7955.8	10850
sp|P40476|PRM5_YEAST	36076	32332	35145	19566	20296	19251	34267	30318	32300
sp|P40477|NU159_YEAST	531320	516740	631390	741340	798630	753500	584290	469550	466050
sp|P40478|VDAC2_YEAST	17724	18791	19388	22337	21007	22441	25239	22417	23991
sp|P40480|HOS4_YEAST	172370	165690	191590	200490	191730	201110	205630	180960	194130
sp|P40481|HPM1_YEAST	169270	152950	181990	167110	155940	148070	159780	141610	148330
sp|P40482|SEC24_YEAST	966720	805110	996200	1193300	1060900	1127300	971240	817450	867570
sp|P40483|YIK8_YEAST	231790	222160	253960	376470	369250	371810	232980	198690	201320
sp|P40484|MOB1_YEAST	215550	200530	222560	211630	191610	200670	186690	169960	173160
sp|P40485|SLM1_YEAST	303750	272350	310830	387610	381940	376250	487060	397620	461510
sp|P40486|SHQ1_YEAST	295230	273580	307070	321240	308060	317660	360900	322920	344770
sp|P40487|DPH1_YEAST	161250	130680	161650	144400	122040	133440	179580	143310	165370
sp|P40489|XBP1_YEAST	37745	34915	36047	23861	23631	25595	130070	112510	128170
sp|P40491|FMC1_YEAST	96898	90684	102420	116310	118510	113660	153380	128880	143970
sp|P40492|FYV10_YEAST	125880	118300	126680	118020	105570	112510	154760	127370	151340
sp|P40493|BMT5_YEAST	27998	27790	27966	28992	23780	28097	23245	20784	23642
sp|P40494|PRK1_YEAST	150830	154950	181120	171900	199030	185510	139600	120380	123540
sp|P40495|LYS12_YEAST	553890	536510	622570	723330	757350	729300	561490	473550	485340
sp|P40496|RT25_YEAST	134700	125200	149240	87629	86353	78476	135310	110240	130590
sp|P40498|UTP25_YEAST	154720	144390	164450	197450	181790	185460	165870	144730	149030
sp|P40499|ICE2_YEAST	48594	41663	46747	36663	31698	34732	68850	65727	72072
sp|P40501|AVT7_YEAST	239550	202440	238430	146260	117600	127780	157380	144070	158260
sp|P40502|AIM19_YEAST	179680	134030	157610	77344	65979	71080	408340	345400	356850
sp|P40504|KTR7_YEAST	232460	193620	218400	89537	77513	81013	168370	150730	175940
sp|P40505|SDS3_YEAST	59454	62236	66173	61737	55787	60298	59853	57354	57366
sp|P40506|PPCS_YEAST	445660	376890	445510	415460	350650	374150	550100	447480	500220
sp|P40507|AIR1_YEAST	766.38	636.09	712.94	604.39	524.14	655.34	421.76	576.07	640.31
sp|P40508|YIH7_YEAST	147960	131020	142950	90936	79676	87106	224540	195230	225150
sp|P40509|COPE_YEAST	88536	76884	88016	181010	150010	167800	64405	58775	54746
sp|P40510|SER33_YEAST	93468	91761	107550	147580	141410	156310	80897	71282	67977
sp|P40512|CSN11_YEAST	63990	57596	62628	38708	34331	36817	61942	53134	61854
sp|P40513|MAM33_YEAST	154490	152850	171340	156940	182550	160360	184870	145070	152560
sp|P40514|YIG7_YEAST	300790	235080	281300	183960	177270	182580	197700	166570	201620
sp|P40515|FIS1_YEAST	74581	71694	78107	106700	105900	100130	128960	108440	122060
sp|P40516|EFM4_YEAST	46134	44233	48490	70551	65322	68168	46634	43297	42722
sp|P40517|YRB2_YEAST	248760	222060	239200	180230	176910	172670	168350	147440	164160
sp|P40518|ARPC5_YEAST	57494	61528	75900	58628	64151	53749	55595	44759	51945
sp|P40522|VHR1_YEAST	164610	164950	178780	203000	204280	203670	164480	149150	157620
sp|P40523|YIF5_YEAST	5532.7	4708	5111	5528.9	5522.7	5818.7	13123	9583.3	11732
sp|P87262|RL34A_YEAST;sp|P40525|RL34B_YEAST	213740	210170	262630	331680	354810	333880	234770	202960	208370
sp|P40526|DFG10_YEAST	109260	87371	99218	63355	59603	62185	96555	98097	106820
sp|P40527|ATC7_YEAST	648370	558170	650760	570150	531330	565700	553340	501800	540520
sp|P40528|SYG1_YEAST	167060	158990	172290	129730	119420	119150	129400	116540	124340
sp|P40529|AGE2_YEAST	177130	166080	181790	239380	214090	215740	220600	189590	217340
sp|P40530|PDK1_YEAST	119250	104070	111940	121850	92339	109310	180990	153730	175470
sp|P40531|GVP36_YEAST	515050	492900	589290	701130	746140	687390	655650	550220	572050
sp|P40532|APQ12_YEAST	77179	60266	72723	45983	37655	42675	77870	70934	75822
sp|P40533|TED1_YEAST	504170	434330	499420	369620	340620	339330	489560	425010	463220
sp|P40535|ACA2_YEAST	126960	123530	142730	131250	127730	137140	156650	139790	153010
sp|P40537|ULP2_YEAST	24513	24298	28108	38541	36756	38795	33872	30653	30897
sp|P40540|EMC5_YEAST	234000	195850	243690	154300	131330	139110	231600	205800	222900
sp|P40541|SCC3_YEAST	407220	350380	416830	323390	266600	289590	295060	260480	281730
sp|P40543|YIC4_YEAST	3128.4	3458.7	4454.5	1817.1	1311.3	1580.5	7836.7	6798.5	6672.4
sp|P40545|HIS4_YEAST	294550	255650	305520	327580	317130	313860	241710	197800	221040
sp|P40546|FAF1_YEAST	62331	58332	61038	48913	43731	47750	66881	53418	70592
sp|P40547|VID28_YEAST	381890	315860	370420	351760	311560	326040	505300	442080	495980
sp|P40548|SNL1_YEAST	152320	132860	167800	176270	172500	171820	133840	116670	116450
sp|P40549|MNT3_YEAST	252420	220230	237520	137230	116800	128840	187670	169040	178560
sp|P40550|PDR11_YEAST	16864	14378	16356	5308.7	4960.4	4409.7	10619	9533.2	11255
sp|P40553|DOT5_YEAST	445980	415940	496700	397140	400610	374710	387290	338080	333680
sp|P40555|PSMD9_YEAST	13825	15162	16094	53174	59657	51816	21407	19414	17461
sp|P40556|YIA6_YEAST	30560	26627	28100	16454	15024	15010	44211	39306	44189
sp|P40557|EPS1_YEAST	900290	799440	896780	588360	529980	538420	856080	747140	843920
sp|P40558|CFD1_YEAST	18241	17233	20809	38837	45410	41324	16781	13058	14226
sp|P40559|INP51_YEAST	113200	105800	115210	128400	119130	123400	124420	111660	121650
sp|P40560|YIA1_YEAST	77759	71285	73772	66941	49348	57841	80581	74620	81655
sp|P40561|SGN1_YEAST	111310	114490	139770	152660	151860	161170	171420	138900	129190
sp|P40562|MPH1_YEAST	263280	255170	268140	240110	231000	229910	329990	284380	330320
sp|P40563|AIM21_YEAST	529610	514390	626230	522200	544920	480680	719760	601920	611720
sp|P40564|DJP1_YEAST	239520	223530	250890	281540	285130	271770	283390	236460	247960
sp|P40566|YIS7_YEAST	208150	187480	214620	249130	234180	236680	190550	159520	174640
sp|P40568|DSN1_YEAST	192190	183240	196300	106870	102870	99353	123020	114240	121510
sp|P40570|YIT4_YEAST	24196	24941	26499	21242	18825	21252	47332	45962	49397
sp|P40571|RPR2_YEAST	27853	30003	31844	31746	30043	29423	40572	32849	38263
sp|P40573|MET28_YEAST	9066.1	10655	11006	15322	13639	15288	14118	13336	12923
sp|P40574|YAP5_YEAST	3774.5	3387.3	3366.9	1744.8	1616.4	1806.8	4390.4	3847.1	4229.4
sp|P40576|INA22_YEAST	227050	199420	230790	153510	162440	134520	324960	269700	313830
sp|P40577|MND2_YEAST	3205	3334.7	2776	1973.7	1932.4	1733	2122.3	1507.3	1847.3
sp|P40578|MGA2_YEAST	35729	37585	39765	34085	34374	34193	42479	37007	38309
sp|P40579|YIV5_YEAST	19147	17518	20438	60036	73633	69726	13303	11750	10694
sp|P40580|BZRD_YEAST	289630	279460	336930	357020	374370	344540	496190	417680	423410
sp|P40581|GPX3_YEAST	134750	153720	190070	345670	512880	379240	255870	195400	163850
sp|P40582|GST1_YEAST	399780	313650	346900	166420	152570	160670	1043400	826070	1054300
sp|P40693|RLP7_YEAST	280200	261510	305220	402890	383380	405600	291840	247050	265590
sp|P40825|SYA_YEAST	1482500	1432900	1699900	2456700	2591800	2493400	1501700	1261000	1253800
sp|P40850|MKT1_YEAST	81879	80367	85906	81556	72757	76636	82593	76736	79148
sp|P40851|AXL1_YEAST	331870	271140	328840	179590	168440	164660	306520	249840	301580
sp|P40856|SA185_YEAST	229390	188730	222020	140310	122250	127740	227360	192970	229010
sp|P40857|HACD_YEAST	28495	24077	26916	14666	14276	16090	23851	24416	25451
sp|P40892|YJV8_YEAST	1974.8	2130.6	2934.2	6247.4	5877.8	4976.5	2463	2382	2266.1
sp|P40893|REE1_YEAST	483360	412590	518020	396430	426020	389730	403920	325600	367390
sp|P40917|YAP4_YEAST	16774	16281	17457	22405	24713	24142	35809	29984	34715
sp|P40955|CHS6_YEAST	313840	258980	293100	297840	258720	277350	303930	264170	296500
sp|P40956|GTS1_YEAST	452940	415810	502190	392870	405110	404880	461190	386370	427690
sp|P40957|MAD1_YEAST	295760	288960	325670	311330	309830	297560	287630	248810	276990
sp|P40958|MAD2_YEAST	107950	94703	107190	93753	77962	82378	102780	93692	94915
sp|P40959|MVP1_YEAST	494460	438280	503570	385810	351830	365020	474060	400610	462370
sp|P40960|PAC11_YEAST	33789	32719	33386	30686	28077	29834	23612	22724	24360
sp|P40961|PHB1_YEAST	251150	230070	265770	249480	261310	240190	471920	418230	450520
sp|P40962|RTS2_YEAST	111670	112050	128590	81926	76664	78089	135040	115890	134640
sp|P40963|SAS2_YEAST	9673.4	9244.8	9598.1	12674	11784	12323	8280.3	7396.1	8355
sp|P40968|PRP17_YEAST	22191	24030	27802	43091	44424	43189	47570	42390	40854
sp|P40969|CBF3B_YEAST	134680	113020	126050	106930	97675	100070	123220	107330	126710
sp|P40970|LCB2_YEAST	364660	311350	358180	350990	331910	335180	321120	279600	304300
sp|P40971|LYS14_YEAST	66672	59041	60736	50443	41290	43466	41062	35111	39046
sp|P40985|HUL4_YEAST	2954	2939.1	2809.8	2088.2	1905.5	1673.7	4653.2	4196.9	4791.6
sp|P40986|CDC1_YEAST	569450	475530	541810	321740	279190	298650	483260	424330	483500
sp|P40987|CIN1_YEAST	200570	198260	193150	170410	145910	157910	166960	154490	166540
sp|P40988|FET4_YEAST	243640	195910	245630	41645	37186	30620	42132	39596	42730
sp|P40989|FKS2_YEAST	348890	310610	342190	234760	216120	219080	432660	389390	438730
sp|P40990|MSS2_YEAST	141620	129820	146660	158570	149040	156750	198660	158390	181030
sp|P40991|NOP2_YEAST	347210	330500	375390	504820	504120	488030	379270	333110	338780
sp|P40993|RMRP_YEAST	10408	11064	12006	13434	12590	12841	13627	11849	13469
sp|P40994|ARF3_YEAST	123790	118190	129610	114610	98068	102860	225130	198880	216890
sp|P41056|RL33B_YEAST	420320	367690	441120	490290	435180	442710	491570	406120	448730
sp|P41057|RS29A_YEAST	116310	114680	161060	182620	179380	165630	146970	130740	121760
sp|P41058|RS29B_YEAST	155370	147000	176560	244580	266210	245470	139730	122730	135490
sp|P41277|GPP1_YEAST	364430	361120	458950	1631500	1851500	1799700	300290	247890	194090
sp|P41318|LST8_YEAST	70187	58800	69690	82043	74653	76272	36794	33682	32595
sp|P41338|THIL_YEAST	404860	395720	465710	969850	1035100	954010	1082800	948220	932320
sp|P41543|OST1_YEAST	289680	249440	278160	307840	245480	290790	348210	299920	348800
sp|P41546|HAC1_YEAST	2127.8	2045.5	2077.3	1082.1	1945	1888.4	46610	35142	48963
sp|P41695|BUB1_YEAST	15310	14120	14393	8919.5	7495.4	7495.5	9579.4	9068.9	10271
sp|P41696|AZF1_YEAST	166510	142480	165010	118740	111120	110990	228110	185330	209550
sp|P41697|BUD6_YEAST	314150	310230	349640	372600	387770	375350	310440	252720	267520
sp|P41698|BUD8_YEAST	135950	109880	128290	59717	55247	56222	93276	79190	91658
sp|P41733|CDC91_YEAST	113510	100150	108150	62891	50886	61706	91289	93561	93284
sp|P41734|IAH1_YEAST	158180	153560	181670	205640	209120	194480	244850	204420	213450
sp|P41735|COQ7_YEAST	75075	70789	82536	71850	74189	70316	126450	109970	121440
sp|P41800|MMM1_YEAST	87420	80194	84103	100400	89881	98140	116000	102920	111040
sp|P41805|RL10_YEAST	472550	445270	526140	673680	668460	655030	565620	434860	434130
sp|P41807|VATH_YEAST	617250	539840	640930	957370	892470	956960	575230	476460	504120
sp|P41810|COPB_YEAST	770430	700170	824000	1202600	1182100	1215700	853610	693350	751930
sp|P41811|COPB2_YEAST	1632200	1417600	1670100	1252500	1118000	1146400	1407800	1237600	1367300
sp|P41812|POP1_YEAST	67765	74566	68986	102390	91717	99286	102840	100290	100080
sp|P41813|FKH2_YEAST	119190	112590	135460	153370	148930	152390	114980	98176	100800
sp|P41814|TRM6_YEAST	121130	101510	119060	109930	93269	99504	103890	85115	90064
sp|P41815|BAP3_YEAST	43681	37388	41758	67012	58305	67014	24485	23239	23228
sp|P41816|OYE3_YEAST	141360	124470	134590	33655	32952	30211	146220	128050	143680
sp|P41817|CUP9_YEAST	44278	43401	48168	25499	23343	23552	32572	29115	31733
sp|P41818|GLC8_YEAST	305660	295440	335700	215080	257470	232230	382740	315310	336820
sp|P41819|DIM1_YEAST	166510	158500	186640	303770	313750	310890	175090	144410	149100
sp|P41832|BNI1_YEAST	626690	571660	667110	517030	481270	475180	545370	441600	500340
sp|P41834|UFE1_YEAST	133470	114590	127480	111730	97020	100660	137660	123420	135800
sp|P41835|THI6_YEAST	98498	86457	99385	209120	213720	207650	86523	77939	80704
sp|P41895|T2FA_YEAST	607350	596980	688720	648010	673130	641960	574210	493300	522120
sp|P41896|T2FB_YEAST	298960	262580	309480	245830	247120	240260	259840	231600	256880
sp|P41901|SPR3_YEAST	13398	14907	17081	5654.4	7713.5	5134.5	16746	14126	18672
sp|P41903|PTE1_YEAST	84274	81755	96427	138780	149140	132110	240160	197850	198220
sp|P41909|PXA1_YEAST	85634	80649	83738	80256	74825	79143	343340	286540	351830
sp|P41910|MAF1_YEAST	228270	198780	235740	116740	125580	109230	198200	163330	186990
sp|P41911|GPD2_YEAST	169930	166010	188580	293500	312750	307200	193170	162910	162280
sp|P41912|ERFD_YEAST	2426.5	2456.8	3017.3	1905.8	2075.2	2105.4	3074	2555.6	2742.4
sp|P41913|GDS1_YEAST	40923	43091	47721	54234	52850	53802	66788	58072	62403
sp|P41920|YRB1_YEAST	96742	100390	118520	341710	406550	392540	157430	133350	118960
sp|P41921|GSHR_YEAST	1684600	1362100	1629500	1072200	975290	926070	1507800	1346800	1571500
sp|P41930|SSU1_YEAST	75875	66531	67917	59787	50888	56088	57797	56822	62895
sp|P41939|IDHC_YEAST	73495	71298	93378	639080	705010	677470	438180	387070	393370
sp|P41940|MPG1_YEAST	1767200	1649900	1983300	2453300	2499100	2437200	1463400	1182600	1229700
sp|P41948|MEP2_YEAST	131360	108880	121650	67548	56888	68679	11910	11856	11336
sp|P42073|REF2_YEAST	201210	209080	261150	295370	334850	306290	239860	191180	207020
sp|P42223|SBE2_YEAST	51118	53952	54209	36103	31247	31788	55945	53440	54628
sp|P42826|XKS1_YEAST	479550	445350	539120	560550	571980	513880	876160	758880	819260
sp|P42834|MDJ2_YEAST	15939	15639	16262	21101	19117	20411	23914	23088	22674
sp|P42835|EGT2_YEAST	104610	101970	122850	44766	46781	44969	67655	56915	68299
sp|P42837|FIG4_YEAST	77547	73035	85589	48615	42212	45637	81492	66741	78268
sp|P42838|LEM3_YEAST	298970	255790	293800	188690	168240	174620	292200	250620	282710
sp|P42839|VNX1_YEAST	320700	283260	319470	286420	281780	277140	320610	283170	311580
sp|P42840|YN60_YEAST	103010	86669	101510	84074	74079	77493	107410	90838	98761
sp|P42841|PFS2_YEAST	55211	50708	63431	89006	95152	89964	69376	56638	63580
sp|P42842|EMW1_YEAST	395740	335050	385110	542640	460330	508850	379420	334460	356660
